epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
36,28.7751,1.22123,1.77107,2.16146,1.22241,0,0,0,0,0,0,0,0,3.7807,6.44816,54.3743,3.24447,0.000438703,0.000438703,0.000438703
37,29.4298,1.46103,2.03404,2.22759,1.39073,0,0,0,0,0,0,0,0,3.7807,6.44816,54.3743,3.24447,0.000410409,0.000410409,0.000410409
38,30.247,1.08649,1.7566,2.23537,1.07306,0,0,0,0,0,0,0,0,3.7807,6.44816,54.3743,3.24447,0.000382115,0.000382115,0.000382115
39,30.9214,1.37577,2.04781,2.20712,1.26098,0,0,0,0,0,0,0,0,3.7807,6.44816,54.3743,3.24447,0.00035382,0.00035382,0.00035382
40,31.5846,1.22676,1.68746,2.39164,1.21944,0,0,0,0,0,0,0,0,2.96697,4.90781,41.5877,2.97446,0.000325526,0.000325526,0.000325526
41,32.5811,0.61389,1.07686,13.0785,0.73325,0,0,0,0,0,0,0,0,2.96697,4.90781,41.5877,2.97446,0.000297232,0.000297232,0.000297232
42,33.2534,0.89986,1.16837,12.0226,0.91645,0,0,0,0,0,0,0,0,2.96697,4.90781,41.5877,2.97446,0.000268938,0.000268938,0.000268938
43,33.9079,1.08402,1.59701,3.47142,1.30768,0,0,0,0,0,0,0,0,2.96697,4.90781,41.5877,2.97446,0.000240644,0.000240644,0.000240644
44,34.5358,0.71968,1.18188,10.3909,0.76619,0,0,0,0,0,0,0,0,2.96697,4.90781,41.5877,2.97446,0.000212349,0.000212349,0.000212349
45,35.2231,0.99468,1.68131,2.23013,1.05804,0.02455,0.5,0.021,0.00235,0,0,0,0,2.56417,4.46715,13.9429,2.83933,0.000184055,0.000184055,0.000184055
46,35.871,0.61352,1.17438,11.4802,0.7076,0.02455,0.5,0.021,0.00235,0,0,0,0,2.56417,4.46715,13.9429,2.83933,0.000155761,0.000155761,0.000155761
47,36.7528,0.73423,1.41053,1.86797,0.96705,0.02455,0.5,0.021,0.00235,0,0,0,0,2.56417,4.46715,13.9429,2.83933,0.000127467,0.000127467,0.000127467
48,37.4826,1.02833,1.53078,2.71797,1.11971,0.02455,0.5,0.021,0.00235,0,0,0,0,2.56417,4.46715,13.9429,2.83933,9.91726e-05,9.91726e-05,9.91726e-05
49,38.1192,0.62754,1.11288,6.27803,0.69696,0.02455,0.5,0.021,0.00235,0,0,0,0,2.56417,4.46715,13.9429,2.83933,7.08784e-05,7.08784e-05,7.08784e-05
50,38.77,0.91872,1.82219,1.91314,1.09541,0.00215,1,0.04523,0.01182,0.00215,1,0.04523,0.00508,2.18173,4.48981,6.93234,2.14403,4.25842e-05,4.25842e-05,4.25842e-05
